Geneid,MGIsymbol,group1_1,group1_2,group1_3,group2_1,group2_2,group2_3,group3_1,group3_2,group3_3,logFC_group1/group2,logFC_group1/group3,logFC_group2/group1,logFC_group2/group3,logFC_group3/group1,logFC_group3/group2,padj_group1/group2,padj_group1/group3,padj_group2/group1,padj_group2/group3,padj_group3/group1,padj_group3/group2
ENSMUSG00000031984,2810004N23Rik,6.28892758456147,6.30520711164911,6.34311593796961,6.23915879981254,6.31075646685056,6.32078900770187,6.36980147503307,6.39094207170243,6.46305491183097,0.0221812753093262,-0.0955215982459929,-0.0221812753093262,-0.117702873555319,0.0955215982459929,0.117702873555319,0.666979130981853,0.0672645334116491,0.666979130981853,0.0489224833058061,0.067264533411649,0.0489224833058061
ENSMUSG00000028772,Zcchc17,4.25425506509973,4.22278863220858,4.35553342272536,4.53517880918192,4.58798908707172,4.50444605790177,4.24715465291172,4.22448465408973,4.40183592443776,-0.26490537217753,-0.0136907900798857,0.26490537217753,0.251214582097644,0.0136907900798857,-0.251214582097644,0.0225858700092583,0.876922052921604,0.0225858700092583,0.027596632877308,0.876922052921604,0.0275966328773079
ENSMUSG00000041153,Osgin2,6.80560829269849,6.93920740335623,6.75920999083286,7.25886744802282,7.22777380710615,7.24373653354422,7.2347262634208,7.35350775672426,7.27603373646389,-0.408758693119634,-0.45339528347956,0.408758693119635,-0.0446365903599259,0.453395283479561,0.044636590359926,0.00418078614753969,0.00142234676831362,0.0041807861475397,0.570770922266621,0.00142234676831362,0.57077092226662
ENSMUSG00000090384,,2.64083365084998,2.72942694921268,3.09288089294867,1.81922972938705,1.93603795312865,2.15978925995796,2.56841883265308,2.3972242379426,2.67328968635241,0.848090924535335,0.274194997346609,-0.848090924535335,-0.573895927188726,-0.274194997346609,0.573895927188726,0.0114725167146974,0.205356761444029,0.0114725167146974,0.0398272963962802,0.205356761444029,0.03982729639628
ENSMUSG00000049538,Adamts16,7.9222505992744,8.1412976260603,8.0629252339537,7.05893315390175,7.42348121067896,7.23880556112775,7.2198204007021,7.34892169162296,7.47404633341334,0.801718782147929,0.694526563613463,-0.80171878214793,-0.107192218534467,-0.694526563613463,0.107192218534467,0.00581524995824407,0.00532746600796555,0.00581524995824409,0.537771889809523,0.0053274660079655,0.537771889809523
ENSMUSG00000045659,Plekha7,5.04158378899456,5.0454012753894,4.93232714227773,4.44088618243847,4.57041301991916,4.65639660365019,4.49120980853635,4.57379656043349,4.39230115270979,0.450409371370523,0.520452585452643,-0.450409371370523,0.0700432140821201,-0.520452585452643,-0.0700432140821201,0.00810888302323843,0.0027852615408699,0.00810888302323841,0.519693431158689,0.00278526154086993,0.519693431158688
ENSMUSG00000078235,Fam43b,-1.4535699384116,-1.3668119135968,-1.52801636187414,-1.89401841470147,-2.30460423751414,-1.74105215425579,-3.19452371769585,-1.64524647210413,-1.48849302151111,0.516463994643985,0.629241276031187,-0.516463994643986,0.112777281387201,-0.629241276031187,-0.112777281387201,0.437849621148821,0.310113375175584,0.437849621148821,0.872606160500228,0.310113375175583,0.872606160500228
ENSMUSG00000064352,mt-Ts1,7.04804753219704,6.84494139241378,6.92693534796988,6.75760171857156,6.67792507059454,6.82636465336286,6.63993761499313,6.67804137290289,6.48452703264733,0.185999248017547,0.339101245674491,-0.185999248017547,0.153101997656944,-0.339101245674492,-0.153101997656944,0.124400008240856,0.0154906999298899,0.124400008240856,0.19216209776629,0.0154906999298899,0.19216209776629
ENSMUSG00000074247,Dda1,1.05969062792603,0.32216142757756,0.570754903058727,0.427406589952643,0.416788631389773,0.611012169525381,0.841566487954808,0.646523169142697,1.04415715630624,0.165188791353846,-0.192825638404972,-0.165188791353846,-0.358014429758818,0.192825638404972,0.358014429758818,0.593284104355839,0.494494809652682,0.59328410435584,0.246731483486416,0.494494809652682,0.246731483486416
ENSMUSG00000018012,Rac3,7.12851885143502,6.65651077961785,6.77348303783115,6.77617140395608,6.72369662380708,6.80983523342141,6.7018807956528,6.66087638184142,6.60602159416666,0.0829328370256123,0.196551816255523,-0.0829328370256123,0.113618979229911,-0.196551816255523,-0.113618979229911,0.648870273776499,0.240722291192188,0.648870273776499,0.522931981603152,0.240722291192187,0.522931981603153
ENSMUSG00000034457,Eda2r,4.62239798477154,5.01801443177342,4.95540455525618,5.26216799115829,5.13674996589054,4.90852522095805,4.0384384467234,4.1163855142645,3.92137787837876,-0.237145007304015,0.839479713852714,0.237145007304015,1.07662472115673,-0.839479713852714,-1.07662472115673,0.256690152672108,0.00502585897609284,0.256690152672108,0.00415728679017639,0.00502585897609285,0.00415728679017642
ENSMUSG00000043017,Ptgir,5.00561363627697,4.93421799104252,4.83146867967863,4.90370740793658,4.9695186524714,5.02623923538941,4.80957315409338,4.7822754503017,4.46914044705225,-0.042708054690961,0.236647923547465,0.042708054690961,0.279355978238426,-0.236647923547465,-0.279355978238426,0.791791540995305,0.115986953661859,0.791791540995305,0.0955956630485263,0.115986953661859,0.0955956630485263
ENSMUSG00000085748,Gm12280,5.10551301796822,4.7651554356092,4.75296961486423,5.45569305992177,5.46205627954223,5.60342745936635,5.38687075962046,5.26108412322462,5.23151554092999,-0.632368450111767,-0.418542558482941,0.632368450111767,0.213825891628826,0.418542558482941,-0.213825891628826,0.00988264459057495,0.0255547668497431,0.00988264459057496,0.200324005457727,0.0255547668497431,0.200324005457727
ENSMUSG00000091498,Mpc1-ps,5.80989238383012,6.11366210117148,5.99960063205542,5.715821548714,5.82114955604454,5.5831449638811,5.91372258226327,5.83461560142604,5.89822833083623,0.267643777359617,0.0921621637771974,-0.267643777359617,-0.17548161358242,-0.0921621637771975,0.17548161358242,0.0831779690632664,0.474085033003824,0.0831779690632664,0.217874097245929,0.474085033003824,0.217874097245929
ENSMUSG00000004843,Chmp2b,6.17371245663393,6.3841951105417,6.27881827592758,6.02620434399751,6.15896607587977,5.98689066821734,6.40975431702128,6.50581336243793,6.46873652656573,0.221531337143875,-0.182523182398356,-0.221531337143875,-0.404054519542231,0.182523182398356,0.404054519542231,0.0609061960142307,0.0818507568978023,0.0609061960142307,0.0102886011436822,0.0818507568978023,0.0102886011436822
ENSMUSG00000041540,Sox5,-6.91843144148462,-2.77339537323024,-3.31356256967036,-3.76681183107891,-2.86040273447986,-4.6228230015283,-2.80704423222572,-4.54389798893178,-2.7610761193212,-0.361666494984993,-0.72763158730113,0.361666494984993,-0.365965092316137,0.72763158730113,0.365965092316138,0.821774273012683,0.602045471837205,0.821774273012683,0.814145096836349,0.602045471837205,0.814145096836349
ENSMUSG00000058486,Wdr91,-1.33076374006477,-0.835887846718762,-1.40535459797858,-0.170666672601799,-0.235178522940359,-0.541623430676254,-1.40173155193816,-2.46370247734704,-1.35403504847166,-0.86296741176204,0.530062928786351,0.86296741176204,1.39303034054839,-0.530062928786351,-1.39303034054839,0.10688739954618,0.254584686501032,0.10688739954618,0.0284321155937136,0.254584686501032,0.0284321155937136
ENSMUSG00000025785,Exosc7,1.91510446753245,2.37378659556683,2.21870943607438,1.83249554536789,1.53014357498676,1.65230536248708,1.87840694672674,1.83687391406987,1.8594491428239,0.496527614289276,0.309994824636008,-0.496527614289276,-0.186532789653268,-0.309994824636008,0.186532789653268,0.0377763655843105,0.110011207208287,0.0377763655843106,0.337774135459591,0.110011207208287,0.33777413545959
ENSMUSG00000027796,Smad9,8.17439879296068,8.46321727252505,8.28995218768965,8.32088622387491,8.30016670598292,8.16887259468371,8.11999162747035,8.21920353929776,8.12190663355426,0.0458799852478013,0.15548008367456,-0.0458799852478014,0.109600098426759,-0.15548008367456,-0.109600098426759,0.720335933268431,0.187153238839189,0.720335933268431,0.372128747634164,0.187153238839189,0.372128747634164
ENSMUSG00000058488,Kl,2.55583324778124,0.821853214984561,1.07089160210183,3.28135430307151,3.07405944091996,3.32125002365761,2.82290715246968,2.89010762695098,2.86471636347455,-1.73920924867405,-1.37344017597444,1.73920924867405,0.365769072699607,1.37344017597444,-0.365769072699607,0.0341294297363456,0.0516767467742402,0.0341294297363456,0.581490860660642,0.0516767467742402,0.581490860660641
ENSMUSG00000085016,Gm11335,-0.536323525577613,-2.21587367451405,-2.16057133140413,0.200657139774863,-1.01846943892847,0.937477255019843,0.669084276618711,0.477550224790362,0.294757564299861,-1.65020997871728,-2.08707328135536,1.65020997871729,-0.436863302638073,2.08707328135536,0.436863302638073,0.109582626514774,0.0440756758032952,0.109582626514775,0.650184089347621,0.0440756758032951,0.650184089347621
ENSMUSG00000024222,Fkbp5,2.59509164601844,2.4116946753262,2.32884420693752,2.6848663746321,2.19243774684822,3.36716220378085,2.59276929194448,1.94454861300709,1.81731853093411,-0.302620448196571,0.326067880310545,0.302620448196571,0.628688328507116,-0.326067880310545,-0.628688328507116,0.559905734994303,0.49245830701794,0.559905734994303,0.229761447825474,0.49245830701794,0.229761447825475
ENSMUSG00000029798,Herc6,-1.01484812462348,-0.591325608177676,-0.830961285576081,-1.58098321820137,-1.1162803815821,-1.33601632714367,-0.125071632936603,-1.02120230606791,-0.82302566391598,0.523144491930984,-0.156681704976713,-0.523144491930984,-0.679826196907697,0.156681704976713,0.679826196907697,0.192794456345422,0.671872016700963,0.192794456345421,0.1094680772985,0.671872016700962,0.1094680772985
ENSMUSG00000033751,Gadd45gip1,-0.678893855088927,-1.13054372755431,-0.611602908930025,1.23595608309128,1.03339330987477,-0.351150058064375,0.162068176593324,0.708934676550144,0.412634272479648,-1.43407098552619,-1.22384634851778,1.43407098552619,0.210224637008408,1.22384634851778,-0.210224637008408,0.0593693708509997,0.0721384558432994,0.0593693708509998,0.757141839760004,0.0721384558432993,0.757141839760004
ENSMUSG00000084975,,1.5338159609013,1.39513423909925,1.9116509645929,1.23595608309128,1.7263090780306,1.62232800531792,1.94297035446701,1.34156932311303,1.96612955842071,0.0851865766664285,-0.136725982329465,-0.0851865766664285,-0.221912558995893,0.136725982329465,0.221912558995893,0.825742904804422,0.687603113756371,0.825742904804422,0.535684221988852,0.687603113756371,0.535684221988852
ENSMUSG00000031157,Pqbp1,6.51044285553165,6.60784340802999,6.51654440014918,6.50040177918964,6.47405006347223,6.33414332732352,6.75454399709977,6.79908662803152,6.72568720876413,0.108736282023004,-0.214824088821759,-0.108736282023004,-0.323560370844763,0.214824088821759,0.323560370844763,0.176367879563907,0.0201768818127241,0.176367879563907,0.0086243874267257,0.0201768818127241,0.00862438742672569
ENSMUSG00000038028,9630033F20Rik,6.84318753853519,6.92125122277835,6.88247588174744,7.14086117296084,7.08790932377401,7.12649575313953,6.96349620458539,6.96130851035018,6.8480020157548,-0.236101741514653,-0.0419720607613169,0.236101741514653,0.194129680753336,0.0419720607613169,-0.194129680753336,0.00810888302323843,0.426388654546994,0.00810888302323841,0.0163080249750248,0.426388654546993,0.0163080249750248
ENSMUSG00000020520,Galnt10,-4.61854966704641,-6.91843144148462,-4.67895965505971,-2.54573586849368,-3.77628949459409,-3.24840351506012,-4.57614243931901,-2.46370247734704,-4.53688131059219,-1.80141781518134,-1.23159793347828,1.80141781518134,0.569819881703064,1.23159793347828,-0.569819881703064,0.110239780220209,0.213364668561895,0.110239780220209,0.586908751204228,0.213364668561895,0.586908751204228
ENSMUSG00000003559,As3mt,3.93125656623522,4.38164196124552,4.47812130129754,4.45382033514567,4.34088221525205,4.65269385066487,4.77097010996008,4.88721459401472,4.8496195777152,-0.218695625238119,-0.572100025507258,0.218695625238119,-0.353404400269139,0.572100025507258,0.353404400269139,0.354753388279723,0.0313407905699251,0.354753388279723,0.154021549797852,0.031340790569925,0.154021549797852
ENSMUSG00000063888,Rpl7l1,5.66982154724434,5.64274957695049,5.64774897011601,5.57592268559816,5.5583224636364,5.64128928970063,5.58194406868286,5.63912334652946,5.60097950172796,0.0615873120034271,0.0460572652877021,-0.0615873120034271,-0.015530046715725,-0.0460572652877021,0.015530046715725,0.127602898991986,0.203039415697764,0.127602898991986,0.68805162303501,0.203039415697764,0.68805162303501
